"engine","province","sex","year","age","population_count","population_count_pohem","all_count","relative_difference"
"CANSIM","Manitoba","All","2028","All",1495800,1115100,2,-25.4512635379061
"CANSIM","Manitoba","All","2028","[20,25[",100200,100200,1,0
"CANSIM","Manitoba","All","2028","[25,30[",95700,95700,1,0
"CANSIM","Manitoba","All","2028","[30,35[",97700,97700,1,0
"CANSIM","Manitoba","All","2028","[35,40[",103200,103100,1,-0.0968992248062016
"CANSIM","Manitoba","All","2028","[40,45[",101300,101300,1,0
"CANSIM","Manitoba","All","2028","[45,50[",94000,94000,1,0
"CANSIM","Manitoba","All","2028","[50,55[",85000,84900,1,-0.117647058823529
"CANSIM","Manitoba","All","2028","[55,60[",80400,80400,1,0
"CANSIM","Manitoba","All","2028","[60,65[",80100,80100,1,0
"CANSIM","Manitoba","All","2028","[65,70[",82200,82300,1,0.121654501216545
"CANSIM","Manitoba","All","2028","[70,75[",70500,70500,1,0
"CANSIM","Manitoba","All","2028","[75,80[",54500,54500,1,0
"CANSIM","Manitoba","All","2028","[80,85[",37400,37400,1,0
"CANSIM","Manitoba","All","2028","[85,90[",20100,20200,1,0.497512437810945
"CANSIM","Manitoba","All","2028","[90,95[",9200,9200,1,0
"CANSIM","Manitoba","All","2028","[95,100[",3100,3000,1,-3.2258064516129
"CANSIM","Manitoba","All","2028","[100,max[",600,600,1,0
"CANSIM","Manitoba","Male","2028","All",746600,551600,1,-26.1184034288776
"CANSIM","Manitoba","Male","2028","[20,25[",52000,52000,0,0
"CANSIM","Manitoba","Male","2028","[25,30[",49100,49100,0,0
"CANSIM","Manitoba","Male","2028","[30,35[",49600,49600,0,0
"CANSIM","Manitoba","Male","2028","[35,40[",52100,52100,0,0
"CANSIM","Manitoba","Male","2028","[40,45[",50600,50600,0,0
"CANSIM","Manitoba","Male","2028","[45,50[",46800,46800,0,0
"CANSIM","Manitoba","Male","2028","[50,55[",42700,42700,0,0
"CANSIM","Manitoba","Male","2028","[55,60[",40100,40100,0,0
"CANSIM","Manitoba","Male","2028","[60,65[",39400,39400,0,0
"CANSIM","Manitoba","Male","2028","[65,70[",40200,40200,0,0
"CANSIM","Manitoba","Male","2028","[70,75[",33900,33900,0,0
"CANSIM","Manitoba","Male","2028","[75,80[",25500,25500,0,0
"CANSIM","Manitoba","Male","2028","[80,85[",17000,17000,0,0
"CANSIM","Manitoba","Male","2028","[85,90[",8400,8400,0,0
"CANSIM","Manitoba","Male","2028","[90,95[",3300,3300,0,0
"CANSIM","Manitoba","Male","2028","[95,100[",800,800,0,0
"CANSIM","Manitoba","Male","2028","[100,max[",100,100,0,0
"CANSIM","Manitoba","Female","2028","All",749200,563500,1,-24.786438868126
"CANSIM","Manitoba","Female","2028","[20,25[",48200,48200,0,0
"CANSIM","Manitoba","Female","2028","[25,30[",46600,46600,0,0
"CANSIM","Manitoba","Female","2028","[30,35[",48100,48100,0,0
"CANSIM","Manitoba","Female","2028","[35,40[",51000,51000,0,0
"CANSIM","Manitoba","Female","2028","[40,45[",50700,50700,0,0
"CANSIM","Manitoba","Female","2028","[45,50[",47200,47200,0,0
"CANSIM","Manitoba","Female","2028","[50,55[",42200,42200,0,0
"CANSIM","Manitoba","Female","2028","[55,60[",40300,40300,0,0
"CANSIM","Manitoba","Female","2028","[60,65[",40700,40700,0,0
"CANSIM","Manitoba","Female","2028","[65,70[",42100,42100,0,0
"CANSIM","Manitoba","Female","2028","[70,75[",36600,36600,0,0
"CANSIM","Manitoba","Female","2028","[75,80[",29000,29000,0,0
"CANSIM","Manitoba","Female","2028","[80,85[",20400,20400,0,0
"CANSIM","Manitoba","Female","2028","[85,90[",11800,11800,0,0
"CANSIM","Manitoba","Female","2028","[90,95[",5900,5900,0,0
"CANSIM","Manitoba","Female","2028","[95,100[",2200,2200,0,0
"CANSIM","Manitoba","Female","2028","[100,max[",500,500,0,0
"CANSIM","Saskatchewan","All","2028","All",1358000,999600,2,-26.3917525773196
"CANSIM","Saskatchewan","All","2028","[20,25[",81000,81000,1,0
"CANSIM","Saskatchewan","All","2028","[25,30[",79500,79400,1,-0.125786163522013
"CANSIM","Saskatchewan","All","2028","[30,35[",89400,89400,1,0
"CANSIM","Saskatchewan","All","2028","[35,40[",98900,98900,1,0
"CANSIM","Saskatchewan","All","2028","[40,45[",99100,99100,1,0
"CANSIM","Saskatchewan","All","2028","[45,50[",90700,90800,1,0.110253583241455
"CANSIM","Saskatchewan","All","2028","[50,55[",76700,76700,1,0
"CANSIM","Saskatchewan","All","2028","[55,60[",68300,68300,1,0
"CANSIM","Saskatchewan","All","2028","[60,65[",69000,69100,1,0.144927536231884
"CANSIM","Saskatchewan","All","2028","[65,70[",74200,74200,1,0
"CANSIM","Saskatchewan","All","2028","[70,75[",65000,65100,1,0.153846153846154
"CANSIM","Saskatchewan","All","2028","[75,80[",47100,47100,1,0
"CANSIM","Saskatchewan","All","2028","[80,85[",31300,31300,1,0
"CANSIM","Saskatchewan","All","2028","[85,90[",17400,17500,1,0.574712643678161
"CANSIM","Saskatchewan","All","2028","[90,95[",8400,8400,1,0
"CANSIM","Saskatchewan","All","2028","[95,100[",2800,2800,1,0
"CANSIM","Saskatchewan","All","2028","[100,max[",500,500,1,0
"CANSIM","Saskatchewan","Male","2028","All",682800,499600,1,-26.8306971294669
"CANSIM","Saskatchewan","Male","2028","[20,25[",41700,41700,0,0
"CANSIM","Saskatchewan","Male","2028","[25,30[",40400,40400,0,0
"CANSIM","Saskatchewan","Male","2028","[30,35[",45100,45100,0,0
"CANSIM","Saskatchewan","Male","2028","[35,40[",49800,49800,0,0
"CANSIM","Saskatchewan","Male","2028","[40,45[",50400,50400,0,0
"CANSIM","Saskatchewan","Male","2028","[45,50[",46400,46400,0,0
"CANSIM","Saskatchewan","Male","2028","[50,55[",39100,39100,0,0
"CANSIM","Saskatchewan","Male","2028","[55,60[",34500,34500,0,0
"CANSIM","Saskatchewan","Male","2028","[60,65[",34800,34800,0,0
"CANSIM","Saskatchewan","Male","2028","[65,70[",37200,37200,0,0
"CANSIM","Saskatchewan","Male","2028","[70,75[",32100,32100,0,0
"CANSIM","Saskatchewan","Male","2028","[75,80[",22600,22600,0,0
"CANSIM","Saskatchewan","Male","2028","[80,85[",14300,14300,0,0
"CANSIM","Saskatchewan","Male","2028","[85,90[",7300,7300,0,0
"CANSIM","Saskatchewan","Male","2028","[90,95[",3000,3000,0,0
"CANSIM","Saskatchewan","Male","2028","[95,100[",800,800,0,0
"CANSIM","Saskatchewan","Male","2028","[100,max[",100,100,0,0
"CANSIM","Saskatchewan","Female","2028","All",675200,5e+05,1,-25.9478672985782
"CANSIM","Saskatchewan","Female","2028","[20,25[",39300,39300,0,0
"CANSIM","Saskatchewan","Female","2028","[25,30[",39000,39000,0,0
"CANSIM","Saskatchewan","Female","2028","[30,35[",44300,44300,0,0
"CANSIM","Saskatchewan","Female","2028","[35,40[",49100,49100,0,0
"CANSIM","Saskatchewan","Female","2028","[40,45[",48700,48700,0,0
"CANSIM","Saskatchewan","Female","2028","[45,50[",44400,44400,0,0
"CANSIM","Saskatchewan","Female","2028","[50,55[",37600,37600,0,0
"CANSIM","Saskatchewan","Female","2028","[55,60[",33800,33800,0,0
"CANSIM","Saskatchewan","Female","2028","[60,65[",34300,34300,0,0
"CANSIM","Saskatchewan","Female","2028","[65,70[",37000,37000,0,0
"CANSIM","Saskatchewan","Female","2028","[70,75[",33000,33000,0,0
"CANSIM","Saskatchewan","Female","2028","[75,80[",24500,24500,0,0
"CANSIM","Saskatchewan","Female","2028","[80,85[",17000,17000,0,0
"CANSIM","Saskatchewan","Female","2028","[85,90[",10200,10200,0,0
"CANSIM","Saskatchewan","Female","2028","[90,95[",5400,5400,0,0
"CANSIM","Saskatchewan","Female","2028","[95,100[",2000,2000,0,0
"CANSIM","Saskatchewan","Female","2028","[100,max[",400,400,0,0
"CANSIM","Alberta","All","2028","All",5259600,4019500,2,-23.5778386189064
"CANSIM","Alberta","All","2028","[20,25[",338600,338600,1,0
"CANSIM","Alberta","All","2028","[25,30[",364800,364800,1,0
"CANSIM","Alberta","All","2028","[30,35[",391000,391000,1,0
"CANSIM","Alberta","All","2028","[35,40[",416500,416500,1,0
"CANSIM","Alberta","All","2028","[40,45[",413100,413100,1,0
"CANSIM","Alberta","All","2028","[45,50[",370200,370200,1,0
"CANSIM","Alberta","All","2028","[50,55[",311700,311600,1,-0.0320821302534488
"CANSIM","Alberta","All","2028","[55,60[",281000,281000,1,0
"CANSIM","Alberta","All","2028","[60,65[",267100,267000,1,-0.0374391613627855
"CANSIM","Alberta","All","2028","[65,70[",270600,270600,1,0
"CANSIM","Alberta","All","2028","[70,75[",228500,228500,1,0
"CANSIM","Alberta","All","2028","[75,80[",162600,162600,1,0
"CANSIM","Alberta","All","2028","[80,85[",107900,107900,1,0
"CANSIM","Alberta","All","2028","[85,90[",58200,58100,1,-0.171821305841924
"CANSIM","Alberta","All","2028","[90,95[",27300,27300,1,0
"CANSIM","Alberta","All","2028","[95,100[",9100,9100,1,0
"CANSIM","Alberta","All","2028","[100,max[",1600,1600,1,0
"CANSIM","Alberta","Male","2028","All",2656800,2021000,1,-23.9310448660042
"CANSIM","Alberta","Male","2028","[20,25[",174600,174600,0,0
"CANSIM","Alberta","Male","2028","[25,30[",189800,189800,0,0
"CANSIM","Alberta","Male","2028","[30,35[",204300,204300,0,0
"CANSIM","Alberta","Male","2028","[35,40[",216100,216100,0,0
"CANSIM","Alberta","Male","2028","[40,45[",211300,211300,0,0
"CANSIM","Alberta","Male","2028","[45,50[",186100,186100,0,0
"CANSIM","Alberta","Male","2028","[50,55[",157100,157100,0,0
"CANSIM","Alberta","Male","2028","[55,60[",143000,143000,0,0
"CANSIM","Alberta","Male","2028","[60,65[",134500,134500,0,0
"CANSIM","Alberta","Male","2028","[65,70[",133100,133100,0,0
"CANSIM","Alberta","Male","2028","[70,75[",110500,110500,0,0
"CANSIM","Alberta","Male","2028","[75,80[",76100,76100,0,0
"CANSIM","Alberta","Male","2028","[80,85[",48100,48100,0,0
"CANSIM","Alberta","Male","2028","[85,90[",23900,23900,0,0
"CANSIM","Alberta","Male","2028","[90,95[",9700,9700,0,0
"CANSIM","Alberta","Male","2028","[95,100[",2500,2500,0,0
"CANSIM","Alberta","Male","2028","[100,max[",300,300,0,0
"CANSIM","Alberta","Female","2028","All",2602800,1998500,1,-23.2173044413708
"CANSIM","Alberta","Female","2028","[20,25[",164000,164000,0,0
"CANSIM","Alberta","Female","2028","[25,30[",175000,175000,0,0
"CANSIM","Alberta","Female","2028","[30,35[",186700,186700,0,0
"CANSIM","Alberta","Female","2028","[35,40[",200400,200400,0,0
"CANSIM","Alberta","Female","2028","[40,45[",201800,201800,0,0
"CANSIM","Alberta","Female","2028","[45,50[",184100,184100,0,0
"CANSIM","Alberta","Female","2028","[50,55[",154500,154500,0,0
"CANSIM","Alberta","Female","2028","[55,60[",138000,138000,0,0
"CANSIM","Alberta","Female","2028","[60,65[",132500,132500,0,0
"CANSIM","Alberta","Female","2028","[65,70[",137500,137500,0,0
"CANSIM","Alberta","Female","2028","[70,75[",118000,118000,0,0
"CANSIM","Alberta","Female","2028","[75,80[",86500,86500,0,0
"CANSIM","Alberta","Female","2028","[80,85[",59800,59800,0,0
"CANSIM","Alberta","Female","2028","[85,90[",34200,34200,0,0
"CANSIM","Alberta","Female","2028","[90,95[",17600,17600,0,0
"CANSIM","Alberta","Female","2028","[95,100[",6600,6600,0,0
"CANSIM","Alberta","Female","2028","[100,max[",1300,1300,0,0
"CANSIM","British Columbia","All","2028","All",5589000,4523900,2,-19.0570764000716
"CANSIM","British Columbia","All","2028","[20,25[",347700,347700,1,0
"CANSIM","British Columbia","All","2028","[25,30[",344700,344800,1,0.0290107339715695
"CANSIM","British Columbia","All","2028","[30,35[",360100,360100,1,0
"CANSIM","British Columbia","All","2028","[35,40[",382400,382400,1,0
"CANSIM","British Columbia","All","2028","[40,45[",389200,389200,1,0
"CANSIM","British Columbia","All","2028","[45,50[",366500,366500,1,0
"CANSIM","British Columbia","All","2028","[50,55[",329300,329300,1,0
"CANSIM","British Columbia","All","2028","[55,60[",343800,343800,1,0
"CANSIM","British Columbia","All","2028","[60,65[",356800,356700,1,-0.0280269058295964
"CANSIM","British Columbia","All","2028","[65,70[",371900,371900,1,0
"CANSIM","British Columbia","All","2028","[70,75[",331200,331300,1,0.0301932367149758
"CANSIM","British Columbia","All","2028","[75,80[",262200,262200,1,0
"CANSIM","British Columbia","All","2028","[80,85[",181700,181700,1,0
"CANSIM","British Columbia","All","2028","[85,90[",97700,97700,1,0
"CANSIM","British Columbia","All","2028","[90,95[",43100,43100,1,0
"CANSIM","British Columbia","All","2028","[95,100[",13300,13200,1,-0.75187969924812
"CANSIM","British Columbia","All","2028","[100,max[",2300,2300,1,0
"CANSIM","British Columbia","Male","2028","All",2752800,2205700,1,-19.8743097936646
"CANSIM","British Columbia","Male","2028","[20,25[",176800,176800,0,0
"CANSIM","British Columbia","Male","2028","[25,30[",174700,174700,0,0
"CANSIM","British Columbia","Male","2028","[30,35[",184100,184100,0,0
"CANSIM","British Columbia","Male","2028","[35,40[",193100,193100,0,0
"CANSIM","British Columbia","Male","2028","[40,45[",194600,194600,0,0
"CANSIM","British Columbia","Male","2028","[45,50[",180800,180800,0,0
"CANSIM","British Columbia","Male","2028","[50,55[",160300,160300,0,0
"CANSIM","British Columbia","Male","2028","[55,60[",164800,164800,0,0
"CANSIM","British Columbia","Male","2028","[60,65[",170900,170900,0,0
"CANSIM","British Columbia","Male","2028","[65,70[",178900,178900,0,0
"CANSIM","British Columbia","Male","2028","[70,75[",157900,157900,0,0
"CANSIM","British Columbia","Male","2028","[75,80[",123500,123500,0,0
"CANSIM","British Columbia","Male","2028","[80,85[",83300,83300,0,0
"CANSIM","British Columbia","Male","2028","[85,90[",42000,42000,0,0
"CANSIM","British Columbia","Male","2028","[90,95[",15900,15900,0,0
"CANSIM","British Columbia","Male","2028","[95,100[",3700,3700,0,0
"CANSIM","British Columbia","Male","2028","[100,max[",400,400,0,0
"CANSIM","British Columbia","Female","2028","All",2836200,2318200,1,-18.2638741978704
"CANSIM","British Columbia","Female","2028","[20,25[",170900,170900,0,0
"CANSIM","British Columbia","Female","2028","[25,30[",170100,170100,0,0
"CANSIM","British Columbia","Female","2028","[30,35[",176000,176000,0,0
"CANSIM","British Columbia","Female","2028","[35,40[",189300,189300,0,0
"CANSIM","British Columbia","Female","2028","[40,45[",194600,194600,0,0
"CANSIM","British Columbia","Female","2028","[45,50[",185700,185700,0,0
"CANSIM","British Columbia","Female","2028","[50,55[",169000,169000,0,0
"CANSIM","British Columbia","Female","2028","[55,60[",179000,179000,0,0
"CANSIM","British Columbia","Female","2028","[60,65[",185800,185800,0,0
"CANSIM","British Columbia","Female","2028","[65,70[",193000,193000,0,0
"CANSIM","British Columbia","Female","2028","[70,75[",173400,173400,0,0
"CANSIM","British Columbia","Female","2028","[75,80[",138700,138700,0,0
"CANSIM","British Columbia","Female","2028","[80,85[",98400,98400,0,0
"CANSIM","British Columbia","Female","2028","[85,90[",55700,55700,0,0
"CANSIM","British Columbia","Female","2028","[90,95[",27200,27200,0,0
"CANSIM","British Columbia","Female","2028","[95,100[",9500,9500,0,0
"CANSIM","British Columbia","Female","2028","[100,max[",1900,1900,0,0
"CANSIM","All","All","2029","All",41500200,32655600,3,-21.3121864472942
"CANSIM","All","All","2029","[20,25[",2610100,2600900,2,-0.352476916593234
"CANSIM","All","All","2029","[25,30[",2542800,2533800,2,-0.353940537989618
"CANSIM","All","All","2029","[30,35[",2710600,2701000,2,-0.354165129491625
"CANSIM","All","All","2029","[35,40[",2874400,2864400,2,-0.347898691900918
"CANSIM","All","All","2029","[40,45[",2815000,2805200,2,-0.348134991119005
"CANSIM","All","All","2029","[45,50[",2708100,2699200,2,-0.328643698534028
"CANSIM","All","All","2029","[50,55[",2476600,2469200,2,-0.29879673746265
"CANSIM","All","All","2029","[55,60[",2389300,2382700,2,-0.276231532247939
"CANSIM","All","All","2029","[60,65[",2449200,2442400,2,-0.277641678915564
"CANSIM","All","All","2029","[65,70[",2628600,2621800,2,-0.258692840295214
"CANSIM","All","All","2029","[70,75[",2315000,2309800,2,-0.224622030237581
"CANSIM","All","All","2029","[75,80[",1805400,1802000,2,-0.188323917137476
"CANSIM","All","All","2029","[80,85[",1299800,1298300,2,-0.115402369595322
"CANSIM","All","All","2029","[85,90[",705900,705100,2,-0.113330500070832
"CANSIM","All","All","2029","[90,95[",309500,309200,2,-0.0969305331179321
"CANSIM","All","All","2029","[95,100[",94800,94500,2,-0.316455696202532
"CANSIM","All","All","2029","[100,max[",16200,16100,2,-0.617283950617284
"CANSIM","All","Male","2029","All",20570400,16037000,2,-22.0384630342628
"CANSIM","All","Male","2029","[20,25[",1342000,1337100,1,-0.365126676602086
"CANSIM","All","Male","2029","[25,30[",1290900,1286300,1,-0.35634053760942
"CANSIM","All","Male","2029","[30,35[",1374300,1369400,1,-0.356545150258313
"CANSIM","All","Male","2029","[35,40[",1456200,1450900,1,-0.363960994368905
"CANSIM","All","Male","2029","[40,45[",1414700,1409800,1,-0.346363186541316
"CANSIM","All","Male","2029","[45,50[",1344700,1340300,1,-0.327210530229791
"CANSIM","All","Male","2029","[50,55[",1219400,1215800,1,-0.295227160898803
"CANSIM","All","Male","2029","[55,60[",1176200,1172800,1,-0.289066485291617
"CANSIM","All","Male","2029","[60,65[",1202000,1198300,1,-0.307820299500832
"CANSIM","All","Male","2029","[65,70[",1282700,1279200,1,-0.272861931862478
"CANSIM","All","Male","2029","[70,75[",1109900,1107200,1,-0.243265159023335
"CANSIM","All","Male","2029","[75,80[",842700,841100,1,-0.189865907203038
"CANSIM","All","Male","2029","[80,85[",586000,585200,1,-0.136518771331058
"CANSIM","All","Male","2029","[85,90[",297600,297200,1,-0.134408602150538
"CANSIM","All","Male","2029","[90,95[",114900,114700,1,-0.174064403829417
"CANSIM","All","Male","2029","[95,100[",28500,28400,1,-0.350877192982456
"CANSIM","All","Male","2029","[100,max[",3400,3300,1,-2.94117647058824
"CANSIM","All","Female","2029","All",20929800,16618600,2,-20.5983812554348
"CANSIM","All","Female","2029","[20,25[",1268100,1263800,1,-0.339089977131141
"CANSIM","All","Female","2029","[25,30[",1251900,1247500,1,-0.35146577202652
"CANSIM","All","Female","2029","[30,35[",1336400,1331600,1,-0.359173900029931
"CANSIM","All","Female","2029","[35,40[",1418200,1413500,1,-0.331406007615287
"CANSIM","All","Female","2029","[40,45[",1400200,1395400,1,-0.342808170261391
"CANSIM","All","Female","2029","[45,50[",1363400,1358900,1,-0.330057209916385
"CANSIM","All","Female","2029","[50,55[",1257200,1253400,1,-0.302258988227808
"CANSIM","All","Female","2029","[55,60[",1213100,1209900,1,-0.263786992003957
"CANSIM","All","Female","2029","[60,65[",1247200,1244100,1,-0.248556767158435
"CANSIM","All","Female","2029","[65,70[",1346000,1342600,1,-0.25260029717682
"CANSIM","All","Female","2029","[70,75[",1205100,1202600,1,-0.207451663762343
"CANSIM","All","Female","2029","[75,80[",962700,960900,1,-0.186974135244625
"CANSIM","All","Female","2029","[80,85[",713800,713100,1,-0.0980666853460353
"CANSIM","All","Female","2029","[85,90[",408300,407900,1,-0.0979671809943669
"CANSIM","All","Female","2029","[90,95[",194600,194500,1,-0.0513874614594039
"CANSIM","All","Female","2029","[95,100[",66200,66100,1,-0.151057401812689
"CANSIM","All","Female","2029","[100,max[",12800,12800,1,0
"CANSIM","Newfoundland","All","2029","All",505900,416200,2,-17.7307768333663
"CANSIM","Newfoundland","All","2029","[20,25[",24300,24300,1,0
"CANSIM","Newfoundland","All","2029","[25,30[",22500,22500,1,0
"CANSIM","Newfoundland","All","2029","[30,35[",25900,25800,1,-0.386100386100386
"CANSIM","Newfoundland","All","2029","[35,40[",29800,29800,1,0
"CANSIM","Newfoundland","All","2029","[40,45[",30200,30300,1,0.33112582781457
"CANSIM","Newfoundland","All","2029","[45,50[",31000,30900,1,-0.32258064516129
"CANSIM","Newfoundland","All","2029","[50,55[",31600,31600,1,0
"CANSIM","Newfoundland","All","2029","[55,60[",35400,35400,1,0
"CANSIM","Newfoundland","All","2029","[60,65[",39500,39500,1,0
"CANSIM","Newfoundland","All","2029","[65,70[",40900,40900,1,0
"CANSIM","Newfoundland","All","2029","[70,75[",37300,37400,1,0.268096514745308
"CANSIM","Newfoundland","All","2029","[75,80[",31200,31200,1,0
"CANSIM","Newfoundland","All","2029","[80,85[",21600,21600,1,0
"CANSIM","Newfoundland","All","2029","[85,90[",10200,10200,1,0
"CANSIM","Newfoundland","All","2029","[90,95[",3800,3800,1,0
"CANSIM","Newfoundland","All","2029","[95,100[",900,900,1,0
"CANSIM","Newfoundland","All","2029","[100,max[",100,100,1,0
"CANSIM","Newfoundland","Male","2029","All",246800,200700,1,-18.6790923824959
"CANSIM","Newfoundland","Male","2029","[20,25[",12300,12300,0,0
"CANSIM","Newfoundland","Male","2029","[25,30[",11200,11200,0,0
"CANSIM","Newfoundland","Male","2029","[30,35[",12900,12900,0,0
"CANSIM","Newfoundland","Male","2029","[35,40[",14700,14700,0,0
"CANSIM","Newfoundland","Male","2029","[40,45[",14800,14800,0,0
"CANSIM","Newfoundland","Male","2029","[45,50[",14900,14900,0,0
"CANSIM","Newfoundland","Male","2029","[50,55[",15400,15400,0,0
"CANSIM","Newfoundland","Male","2029","[55,60[",17100,17100,0,0
"CANSIM","Newfoundland","Male","2029","[60,65[",19000,19000,0,0
"CANSIM","Newfoundland","Male","2029","[65,70[",19900,19900,0,0
"CANSIM","Newfoundland","Male","2029","[70,75[",17900,17900,0,0
"CANSIM","Newfoundland","Male","2029","[75,80[",14800,14800,0,0
"CANSIM","Newfoundland","Male","2029","[80,85[",9800,9800,0,0
"CANSIM","Newfoundland","Male","2029","[85,90[",4300,4300,0,0
"CANSIM","Newfoundland","Male","2029","[90,95[",1400,1400,0,0
"CANSIM","Newfoundland","Male","2029","[95,100[",300,300,0,0
"CANSIM","Newfoundland","Male","2029","[100,max[",0,0,0,
"CANSIM","Newfoundland","Female","2029","All",259000,215500,1,-16.7953667953668
"CANSIM","Newfoundland","Female","2029","[20,25[",12000,12000,0,0
"CANSIM","Newfoundland","Female","2029","[25,30[",11300,11300,0,0
"CANSIM","Newfoundland","Female","2029","[30,35[",12900,12900,0,0
"CANSIM","Newfoundland","Female","2029","[35,40[",15100,15100,0,0
"CANSIM","Newfoundland","Female","2029","[40,45[",15500,15500,0,0
"CANSIM","Newfoundland","Female","2029","[45,50[",16000,16000,0,0
"CANSIM","Newfoundland","Female","2029","[50,55[",16200,16200,0,0
"CANSIM","Newfoundland","Female","2029","[55,60[",18300,18300,0,0
"CANSIM","Newfoundland","Female","2029","[60,65[",20500,20500,0,0
"CANSIM","Newfoundland","Female","2029","[65,70[",21000,21000,0,0
"CANSIM","Newfoundland","Female","2029","[70,75[",19500,19500,0,0
"CANSIM","Newfoundland","Female","2029","[75,80[",16400,16400,0,0
"CANSIM","Newfoundland","Female","2029","[80,85[",11800,11800,0,0
"CANSIM","Newfoundland","Female","2029","[85,90[",5900,5900,0,0
"CANSIM","Newfoundland","Female","2029","[90,95[",2400,2400,0,0
"CANSIM","Newfoundland","Female","2029","[95,100[",600,600,0,0
"CANSIM","Newfoundland","Female","2029","[100,max[",100,100,0,0
"CANSIM","P.E.I.","All","2029","All",172300,136700,2,-20.6616366802089
"CANSIM","P.E.I.","All","2029","[20,25[",10900,10900,1,0
"CANSIM","P.E.I.","All","2029","[25,30[",8800,8800,1,0
"CANSIM","P.E.I.","All","2029","[30,35[",9000,9000,1,0
"CANSIM","P.E.I.","All","2029","[35,40[",10100,10100,1,0
"CANSIM","P.E.I.","All","2029","[40,45[",10500,10400,1,-0.952380952380952
"CANSIM","P.E.I.","All","2029","[45,50[",11300,11300,1,0
"CANSIM","P.E.I.","All","2029","[50,55[",11100,11100,1,0
"CANSIM","P.E.I.","All","2029","[55,60[",11100,11100,1,0
"CANSIM","P.E.I.","All","2029","[60,65[",11100,11100,1,0
"CANSIM","P.E.I.","All","2029","[65,70[",12000,12000,1,0
"CANSIM","P.E.I.","All","2029","[70,75[",10500,10500,1,0
"CANSIM","P.E.I.","All","2029","[75,80[",8500,8600,1,1.17647058823529
"CANSIM","P.E.I.","All","2029","[80,85[",6600,6600,1,0
"CANSIM","P.E.I.","All","2029","[85,90[",3300,3300,1,0
"CANSIM","P.E.I.","All","2029","[90,95[",1400,1400,1,0
"CANSIM","P.E.I.","All","2029","[95,100[",400,400,1,0
"CANSIM","P.E.I.","All","2029","[100,max[",100,100,1,0
"CANSIM","P.E.I.","Male","2029","All",84200,65700,1,-21.9714964370546
"CANSIM","P.E.I.","Male","2029","[20,25[",5500,5500,0,0
"CANSIM","P.E.I.","Male","2029","[25,30[",4300,4300,0,0
"CANSIM","P.E.I.","Male","2029","[30,35[",4400,4400,0,0
"CANSIM","P.E.I.","Male","2029","[35,40[",4900,4900,0,0
"CANSIM","P.E.I.","Male","2029","[40,45[",5000,5000,0,0
"CANSIM","P.E.I.","Male","2029","[45,50[",5500,5500,0,0
"CANSIM","P.E.I.","Male","2029","[50,55[",5500,5500,0,0
"CANSIM","P.E.I.","Male","2029","[55,60[",5500,5500,0,0
"CANSIM","P.E.I.","Male","2029","[60,65[",5500,5500,0,0
"CANSIM","P.E.I.","Male","2029","[65,70[",5700,5700,0,0
"CANSIM","P.E.I.","Male","2029","[70,75[",4900,4900,0,0
"CANSIM","P.E.I.","Male","2029","[75,80[",4000,4000,0,0
"CANSIM","P.E.I.","Male","2029","[80,85[",3000,3000,0,0
"CANSIM","P.E.I.","Male","2029","[85,90[",1400,1400,0,0
"CANSIM","P.E.I.","Male","2029","[90,95[",500,500,0,0
"CANSIM","P.E.I.","Male","2029","[95,100[",100,100,0,0
"CANSIM","P.E.I.","Male","2029","[100,max[",0,0,0,
"CANSIM","P.E.I.","Female","2029","All",88100,71000,1,-19.4097616345062
"CANSIM","P.E.I.","Female","2029","[20,25[",5400,5400,0,0
"CANSIM","P.E.I.","Female","2029","[25,30[",4500,4500,0,0
"CANSIM","P.E.I.","Female","2029","[30,35[",4600,4600,0,0
"CANSIM","P.E.I.","Female","2029","[35,40[",5200,5200,0,0
"CANSIM","P.E.I.","Female","2029","[40,45[",5400,5400,0,0
"CANSIM","P.E.I.","Female","2029","[45,50[",5800,5800,0,0
"CANSIM","P.E.I.","Female","2029","[50,55[",5600,5600,0,0
"CANSIM","P.E.I.","Female","2029","[55,60[",5600,5600,0,0
"CANSIM","P.E.I.","Female","2029","[60,65[",5600,5600,0,0
"CANSIM","P.E.I.","Female","2029","[65,70[",6300,6300,0,0
"CANSIM","P.E.I.","Female","2029","[70,75[",5600,5600,0,0
"CANSIM","P.E.I.","Female","2029","[75,80[",4600,4600,0,0
"CANSIM","P.E.I.","Female","2029","[80,85[",3600,3600,0,0
"CANSIM","P.E.I.","Female","2029","[85,90[",1900,1900,0,0
"CANSIM","P.E.I.","Female","2029","[90,95[",900,900,0,0
"CANSIM","P.E.I.","Female","2029","[95,100[",300,300,0,0
"CANSIM","P.E.I.","Female","2029","[100,max[",100,100,0,0
"CANSIM","Nova Scotia","All","2029","All",979800,794600,2,-18.9018166972852
"CANSIM","Nova Scotia","All","2029","[20,25[",56400,56400,1,0
"CANSIM","Nova Scotia","All","2029","[25,30[",51800,51800,1,0
"CANSIM","Nova Scotia","All","2029","[30,35[",54500,54500,1,0
"CANSIM","Nova Scotia","All","2029","[35,40[",61500,61500,1,0
"CANSIM","Nova Scotia","All","2029","[40,45[",61500,61500,1,0
"CANSIM","Nova Scotia","All","2029","[45,50[",58900,58900,1,0
"CANSIM","Nova Scotia","All","2029","[50,55[",57000,57000,1,0
